
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12493	0	10	10	17	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
12492	0	10	10	10	0	0	0	0	0	10	10	10	10	10	10	10	50.0
